ID,reg1,reg2,reg3,reg4,home,chld,hinc,genf,wrat,avhv,incm,inca,plow,npro,tgif,lgif,rgif,tdon,tlag,agif,DONR,DAMT
1030,0,0,1,0,1,3,1,1,9,141,22,43,14,85,119,12,10,10,5,8.2,0,0.0
1034,0,1,0,0,0,2,5,0,6,254,34,62,13,57,97,8,8,14,7,5.86,0,0.0
1042,0,0,1,0,1,2,1,0,3,183,28,55,14,10,39,12,8,15,12,7.39,0,0.0
1044,0,0,1,0,1,0,4,1,2,259,75,86,0,56,60,18,12,17,17,12.63,1,15.044504637060816
1045,0,1,0,0,0,0,4,0,2,131,36,41,23,39,90,5,4,24,5,3.55,0,0.0
1046,0,1,0,0,1,3,4,0,8,147,27,46,12,78,127,13,22,18,6,13.45,1,13.914142878555653
1050,0,0,1,0,1,0,4,1,4,260,48,56,2,41,65,14,11,16,7,11.67,1,15.113125350403585
1051,0,1,0,0,1,4,3,1,9,168,33,38,18,72,111,23,14,14,10,13.49,0,0.0
1058,0,0,1,0,1,3,7,0,8,172,30,46,18,96,123,6,5,12,6,4.63,0,0.0
1059,0,0,1,0,1,0,1,0,7,191,50,50,11,41,80,7,13,32,3,8.91,0,0.0
1061,1,0,0,0,0,2,4,0,8,133,27,38,16,22,38,20,12,22,4,13.31,0,0.0
1063,1,0,0,0,1,5,1,0,9,89,16,42,56,36,70,31,28,21,7,9.55,0,0.0
1073,0,0,1,0,1,3,3,0,8,148,29,51,19,51,61,26,31,23,9,10.96,0,0.0
1076,0,0,0,0,1,0,1,1,3,267,46,91,13,63,135,7,5,31,10,4.81,0,0.0
1078,0,0,1,0,1,3,2,1,1,197,20,57,34,81,134,21,17,19,8,12.39,0,0.0
1081,0,1,0,0,1,3,2,0,2,220,36,67,7,19,50,27,20,13,2,16.75,0,0.0
1086,1,0,0,0,0,2,3,0,9,145,52,53,6,80,114,26,23,40,7,16.56,0,0.0
1098,0,1,0,0,1,2,4,0,8,166,52,52,13,12,28,11,9,21,4,7.5,1,13.020028312635183
1104,0,1,0,0,1,1,2,1,5,109,21,29,21,25,70,5,5,26,5,6.4,0,0.0
1105,0,0,0,1,1,1,5,1,8,120,23,28,23,78,173,44,28,17,3,24.1,0,0.0
1113,0,0,0,1,0,3,7,1,7,130,31,54,14,26,64,6,6,7,3,5.36,0,0.0
1117,0,1,0,0,1,2,5,0,2,123,35,40,16,104,292,68,44,21,5,32.24,0,0.0
1118,0,1,0,0,1,2,4,0,8,84,29,34,27,7,50,50,20,18,5,16.84,1,14.697868400326268
1125,0,0,0,1,0,2,4,0,8,145,44,44,11,51,74,6,6,21,8,4.93,0,0.0
1133,0,0,0,1,1,3,4,0,2,146,27,29,17,42,82,13,10,17,5,6.24,0,0.0
1142,0,0,0,1,1,1,3,0,1,295,73,73,1,81,199,7,9,26,12,7.65,0,0.0
1150,0,0,1,0,1,0,3,1,1,208,38,49,6,35,66,35,36,38,12,16.7,0,0.0
1152,0,1,0,0,1,2,5,1,8,315,94,94,1,41,57,15,14,18,3,11.66,1,14.510146855903795
1159,0,0,1,0,1,2,5,1,8,305,66,94,0,72,106,36,20,16,4,16.99,0,0.0
1160,0,1,0,0,0,2,4,1,2,322,154,154,0,57,97,22,14,19,5,16.68,0,0.0
1162,0,0,1,0,0,3,1,0,8,149,39,59,17,58,88,30,17,13,10,18.51,0,0.0
1167,0,0,0,1,0,0,4,1,8,195,51,51,9,38,54,6,6,13,7,7.17,0,0.0
1170,0,0,0,0,1,2,5,1,8,177,31,59,9,48,85,85,65,22,20,25.19,0,0.0
1176,0,0,1,0,0,2,1,1,1,105,15,35,30,80,198,13,10,20,3,8.96,0,0.0
1201,1,0,0,0,1,2,2,1,2,207,47,57,10,13,42,5,4,25,7,4.29,0,0.0
1212,1,0,0,0,1,3,2,1,9,342,63,72,3,135,338,12,12,14,7,5.48,0,0.0
1218,0,1,0,0,1,2,5,1,8,109,16,34,34,71,157,27,28,19,3,17.17,1,14.98650286978939
1221,0,1,0,0,1,2,3,1,7,212,44,85,6,42,78,12,10,17,6,6.04,1,13.396028345318959
1225,0,1,0,0,1,2,4,1,3,152,33,34,24,47,63,12,6,16,5,9.78,0,0.0
1226,1,0,0,0,1,4,4,1,4,141,32,46,35,24,41,38,18,23,8,19.84,0,0.0
1233,0,0,0,0,1,3,5,0,8,235,90,90,1,78,172,22,22,15,4,18.24,0,0.0
1234,0,0,0,1,1,2,2,0,9,110,41,44,14,133,261,54,23,18,3,12.92,0,0.0
1239,0,1,0,0,1,0,4,1,8,153,66,66,5,43,55,17,16,18,6,15.31,1,14.942438517155074
1247,1,0,0,0,1,0,4,1,8,181,24,49,16,22,70,70,31,14,5,24.85,1,16.59897039021296
1251,0,0,1,0,1,3,5,1,9,99,11,31,45,75,194,19,15,12,7,12.27,0,0.0
1255,1,0,0,0,0,4,6,1,3,171,30,34,15,78,143,6,4,22,29,5.6,0,0.0
1257,1,0,0,0,1,3,4,1,1,242,51,64,2,11,45,45,28,37,3,42.72,0,0.0
1258,0,0,0,1,1,2,3,1,7,91,28,28,27,115,170,5,4,13,5,4.88,0,0.0
1259,0,1,0,0,1,1,6,1,9,224,49,57,1,86,148,20,26,23,4,9.5,1,14.69793758805134
1262,0,0,0,1,1,3,4,0,5,237,90,90,1,18,56,56,16,13,6,21.92,0,0.0
1263,1,0,0,0,1,3,4,0,8,157,19,34,35,54,88,22,10,16,11,13.98,0,0.0
1267,0,0,1,0,1,2,6,1,8,168,16,66,21,22,53,7,4,21,11,5.54,0,0.0
1272,0,0,0,1,0,2,4,0,9,125,18,46,42,32,42,22,26,32,8,11.26,0,0.0
1275,1,0,0,0,0,5,5,1,8,180,35,40,21,97,114,9,12,19,4,6.02,0,0.0
1277,1,0,0,0,1,3,4,0,8,191,26,34,12,42,63,13,11,23,7,12.18,0,0.0
1281,0,1,0,0,0,1,1,1,9,116,35,35,25,100,171,23,19,21,14,10.35,0,0.0
1285,0,1,0,0,0,3,4,0,4,213,53,62,6,105,133,10,7,23,6,8.07,0,0.0
1290,0,0,1,0,0,3,4,0,8,79,24,24,31,100,158,30,22,24,9,19.93,0,0.0
1291,0,1,0,0,1,2,6,0,9,195,42,60,6,21,58,6,7,23,5,5.15,1,12.365347507847446
1299,0,0,1,0,0,3,4,1,9,301,83,95,0,106,285,15,14,18,10,9.08,0,0.0
1301,1,0,0,0,0,0,4,1,8,155,33,43,20,59,69,5,6,22,7,3.72,0,0.0
1302,0,0,1,0,1,3,6,0,5,346,176,176,0,87,119,55,33,9,3,36.2,0,0.0
1304,0,1,0,0,1,3,3,1,9,79,14,23,55,14,45,10,5,39,4,7.23,0,0.0
1306,0,0,0,1,1,4,5,1,1,212,36,51,7,40,59,8,11,21,3,6.42,0,0.0
1311,0,0,0,0,1,2,3,1,2,197,41,54,13,51,62,16,13,18,5,9.84,0,0.0
1312,0,0,0,1,0,2,4,0,8,451,137,145,0,78,177,13,13,32,16,12.56,0,0.0
1316,0,1,0,0,1,1,2,1,8,230,78,78,0,25,56,7,10,36,11,8.47,0,0.0
1323,0,0,0,0,1,1,5,1,7,110,36,36,32,83,130,8,4,18,9,7.68,0,0.0
1327,0,0,1,0,1,2,1,0,1,122,35,51,21,46,80,17,17,18,6,12.1,0,0.0
1329,1,0,0,0,0,2,5,1,8,133,24,41,29,82,117,33,17,15,5,11.91,0,0.0
1340,0,1,0,0,0,1,2,0,9,99,22,29,32,40,73,13,10,20,12,8.25,0,0.0
1345,0,0,1,0,1,2,5,1,8,179,79,79,8,41,94,36,19,24,7,16.34,0,0.0
1346,0,0,0,0,1,2,4,0,1,247,56,71,1,11,42,16,7,19,4,7.09,0,0.0
1348,1,0,0,0,1,3,1,1,8,150,28,42,13,12,43,5,5,22,14,4.59,0,0.0
1352,0,0,1,0,1,0,7,0,9,220,42,54,2,51,91,48,39,8,6,14.85,1,16.99707657095298
1361,0,1,0,0,1,1,3,1,9,146,65,65,3,33,50,11,8,15,6,12.27,1,13.322428866389536
1367,0,1,0,0,1,3,2,1,9,74,12,24,48,24,55,35,30,22,4,11.58,0,0.0
1368,1,0,0,0,0,2,1,1,9,234,36,75,11,29,60,7,12,24,10,5.08,0,0.0
1374,1,0,0,0,1,4,7,0,8,262,45,66,1,72,166,22,19,15,32,13.94,0,0.0
1376,0,1,0,0,1,2,2,0,9,132,12,32,50,46,69,30,34,14,12,13.51,0,0.0
1377,1,0,0,0,1,2,2,1,7,167,36,64,12,58,109,5,6,17,4,3.95,0,0.0
1385,1,0,0,0,1,1,4,1,7,104,50,50,3,27,60,60,41,21,3,18.66,1,16.721334938469774
1389,0,0,0,0,0,2,2,1,4,141,34,49,14,67,110,31,21,19,13,12.48,0,0.0
1394,0,0,0,1,1,3,5,0,8,198,31,63,16,58,62,12,9,24,5,8.52,0,0.0
1404,1,0,0,0,1,3,4,1,3,333,68,83,0,88,129,7,4,13,14,5.92,0,0.0
1407,0,0,0,0,0,1,5,1,9,331,97,97,0,109,187,63,48,14,5,21.25,0,0.0
1411,0,0,0,0,0,2,4,0,8,207,36,84,7,88,206,21,10,14,7,14.16,0,0.0
1412,0,0,0,0,1,3,1,1,8,246,73,81,0,39,58,19,23,22,5,6.97,0,0.0
1418,1,0,0,0,1,3,1,0,8,154,31,50,13,103,207,35,34,15,6,13.74,0,0.0
1420,1,0,0,0,1,3,4,0,8,116,14,35,26,51,57,5,4,20,3,5.31,0,0.0
1431,1,0,0,0,1,2,3,0,8,117,23,31,34,84,122,18,21,18,7,10.1,0,0.0
1432,0,1,0,0,1,2,2,1,8,129,50,50,13,3,56,56,24,20,9,24.11,0,0.0
1439,0,0,0,0,1,1,3,1,1,151,25,30,31,17,42,14,14,18,11,12.34,0,0.0
1440,0,0,0,1,1,2,2,1,5,175,24,62,22,94,122,62,34,20,6,12.65,0,0.0
1444,1,0,0,0,1,2,7,1,2,190,20,58,16,32,50,5,5,16,27,4.7,0,0.0
1445,0,1,0,0,1,3,6,0,5,131,28,55,8,47,70,5,5,18,6,5.63,0,0.0
1446,0,0,0,0,1,2,1,0,8,325,113,113,0,98,221,5,3,17,6,5.2,0,0.0
1457,0,0,0,0,1,4,4,0,6,150,33,37,26,29,56,13,11,16,5,10.5,0,0.0
1458,0,0,1,0,0,4,6,1,4,169,18,55,38,45,57,13,6,10,9,7.27,0,0.0
1460,1,0,0,0,0,1,1,0,9,274,41,57,2,46,58,17,14,15,9,10.57,0,0.0
1461,0,0,0,1,0,2,2,1,8,187,34,49,11,66,85,14,14,14,5,6.51,0,0.0
1470,1,0,0,0,1,2,1,1,9,188,44,59,10,70,100,17,11,20,6,9.87,0,0.0
1474,0,1,0,0,1,1,4,1,8,88,14,25,52,25,48,25,24,19,9,12.36,1,14.888295880149814
1478,0,0,1,0,1,5,7,1,8,305,56,103,4,54,67,6,5,20,16,5.12,0,0.0
1480,0,1,0,0,1,2,5,1,7,146,32,46,6,30,62,17,17,23,8,12.4,0,0.0
1483,0,0,0,0,1,2,4,0,2,241,78,101,0,96,113,13,9,13,4,12.07,0,0.0
1487,0,0,0,0,1,3,3,0,4,249,31,86,7,45,66,14,16,13,4,9.95,0,0.0
1492,0,0,1,0,1,1,4,0,8,97,22,32,32,59,90,8,7,22,7,4.97,0,0.0
1493,1,0,0,0,1,2,2,0,8,116,14,28,27,55,63,18,9,15,10,9.63,0,0.0
1494,0,1,0,0,1,4,4,0,9,230,44,83,4,44,83,15,9,22,6,7.74,1,12.651619951336677
1497,0,0,0,0,1,1,4,1,2,125,13,37,52,49,76,33,21,13,6,14.95,0,0.0
1501,0,0,0,1,0,1,6,1,9,139,22,37,28,82,265,22,18,15,17,12.66,0,0.0
1502,0,0,0,1,1,2,2,0,9,165,53,53,6,24,52,11,7,22,4,5.6,0,0.0
1504,0,0,1,0,1,3,2,1,6,286,81,94,0,11,39,27,14,17,9,15.73,0,0.0
1507,0,0,1,0,0,0,2,1,8,130,58,58,4,68,77,13,12,14,6,7.1,0,0.0
1510,0,0,0,0,1,3,7,0,5,138,37,56,11,52,109,8,6,19,4,7.55,0,0.0
1522,1,0,0,0,0,4,2,1,2,101,40,40,16,47,75,26,44,24,7,21.87,0,0.0
1527,0,0,0,0,1,3,4,0,9,162,33,40,18,87,152,16,11,16,7,18.61,0,0.0
1530,1,0,0,0,0,2,2,0,8,107,33,37,14,80,112,24,15,22,5,10.55,0,0.0
1533,0,1,0,0,1,0,4,1,9,176,26,45,15,50,72,14,13,15,4,10.55,1,13.958071075755827
1543,1,0,0,0,1,0,5,1,2,169,42,42,10,104,132,16,14,20,8,12.15,1,14.34184055644729
1545,0,0,1,0,1,1,4,0,8,153,22,34,22,49,86,15,16,22,3,8.24,1,14.843257818960067
1548,0,0,0,1,1,0,5,0,8,185,48,68,14,31,55,10,5,18,6,6.89,1,15.12425646992471
1565,0,0,0,0,1,2,3,0,7,115,35,44,15,79,124,5,8,23,9,6.15,0,0.0
1566,0,0,0,1,1,2,4,0,9,127,27,32,24,62,193,117,56,26,4,21.22,0,0.0
1568,0,1,0,0,1,1,4,1,9,131,32,35,38,15,48,9,7,19,5,5.71,1,12.647266829669627
1575,0,0,0,1,1,2,5,1,5,112,17,25,66,62,85,43,48,19,7,17.59,0,0.0
1581,1,0,0,0,1,1,4,1,9,211,55,58,4,52,82,8,8,21,8,8.39,1,13.484189052041359
1584,0,1,0,0,1,3,5,1,7,152,26,40,21,16,41,12,8,18,3,5.24,0,0.0
1596,0,0,1,0,1,1,3,1,9,221,82,82,7,26,63,37,40,13,5,9.64,0,0.0
1601,0,1,0,0,1,2,4,0,8,199,38,45,9,61,106,32,22,29,4,21.9,1,14.557505244403567
1604,1,0,0,0,1,2,4,1,8,137,35,43,10,14,54,19,22,23,7,16.28,0,0.0
1606,0,0,0,0,1,1,4,1,4,236,40,72,9,8,27,24,24,16,12,12.78,0,0.0
1614,0,1,0,0,1,2,2,1,9,152,30,50,17,86,253,27,13,19,13,15.15,0,0.0
1623,0,0,1,0,0,2,4,0,9,124,20,35,20,46,76,18,19,20,13,9.9,0,0.0
1626,1,0,0,0,0,1,1,0,9,220,57,72,1,74,79,17,5,16,8,14.31,0,0.0
1636,0,0,0,0,1,2,3,0,8,425,107,107,0,51,85,11,15,12,8,7.58,0,0.0
1638,1,0,0,0,1,2,1,1,6,133,33,43,13,17,43,18,13,23,7,10.14,0,0.0
1647,0,0,1,0,0,4,2,1,9,134,43,43,13,43,91,13,8,18,5,13.19,0,0.0
1669,0,0,0,1,1,4,4,0,2,124,12,29,44,70,129,12,4,22,6,5.89,0,0.0
1674,0,0,0,0,1,2,4,1,2,142,56,56,5,44,72,9,12,24,7,5.03,0,0.0
1687,1,0,0,0,1,5,3,1,8,107,21,23,25,17,55,22,8,36,8,17.66,0,0.0
1692,0,0,1,0,0,2,4,1,5,102,21,37,48,18,49,5,4,19,4,6.1,0,0.0
1693,0,0,0,1,1,5,1,1,7,228,56,74,0,65,100,16,12,20,5,7.13,0,0.0
1696,0,1,0,0,1,3,6,0,3,210,28,74,13,110,206,47,39,20,6,19.6,0,0.0
1697,0,1,0,0,1,2,6,1,0,223,27,76,12,20,49,25,18,16,7,14.64,0,0.0
1700,0,0,0,0,1,0,3,1,9,222,113,113,1,64,75,19,13,19,6,10.46,1,14.57691089064681
1701,0,0,1,0,0,4,2,1,9,154,39,51,6,37,63,18,16,24,7,15.75,0,0.0
1702,1,0,0,0,0,3,3,1,3,117,41,44,12,55,97,5,4,17,12,5.66,0,0.0
1713,0,0,1,0,0,0,1,1,9,98,43,43,35,117,182,17,15,17,7,5.56,0,0.0
1714,0,0,1,0,1,0,3,0,2,139,48,49,7,146,328,15,17,23,7,14.79,1,15.712650135606351
1715,0,0,0,0,1,2,5,1,8,188,76,76,6,22,56,14,12,22,4,20.27,0,0.0
1727,0,0,1,0,1,1,3,0,9,195,47,48,6,106,198,15,9,21,4,12.53,1,15.181098120206022
1736,0,0,0,0,1,0,4,0,9,155,26,63,23,101,218,37,31,12,19,21.47,1,16.586744736045006
1739,0,1,0,0,1,3,3,1,8,110,9,27,70,36,64,20,12,17,9,10.16,0,0.0
1744,0,0,0,0,1,1,4,0,7,199,31,47,7,76,219,20,25,21,6,10.85,1,15.168746318523757
1746,1,0,0,0,1,3,7,1,8,191,44,44,16,15,45,6,4,13,4,4.42,0,0.0
1747,0,0,0,0,1,1,3,0,8,216,54,64,1,24,43,22,14,15,4,12.12,0,0.0
1754,0,0,1,0,1,3,4,1,9,238,119,119,0,25,63,23,11,17,3,12.2,1,14.703651685393254
1757,0,0,1,0,1,2,5,1,9,149,33,45,16,119,242,5,4,15,7,3.71,0,0.0
1764,0,0,1,0,1,0,1,1,8,90,17,26,52,25,48,14,16,22,11,20.89,0,0.0
1765,0,1,0,0,0,2,4,1,8,240,32,98,16,41,77,17,13,23,10,10.96,0,0.0
1773,0,1,0,0,1,4,1,0,9,113,23,26,20,65,143,4,2,17,7,3.6,0,0.0
1775,0,0,0,0,1,1,3,0,8,199,23,63,12,84,136,15,13,23,6,8.7,0,0.0
1776,1,0,0,0,1,2,1,1,9,124,28,54,11,35,56,56,47,19,6,18.36,0,0.0
1777,0,1,0,0,1,4,2,1,8,219,56,64,2,24,46,10,13,19,9,7.0,0,0.0
1782,0,0,0,0,1,3,5,0,9,203,41,58,16,16,40,33,13,20,8,18.93,0,0.0
1785,1,0,0,0,0,4,4,1,9,212,31,42,12,45,83,12,9,18,3,9.6,0,0.0
1796,0,0,0,0,1,1,3,0,9,181,28,45,12,39,96,16,12,14,6,11.55,0,0.0
1798,0,0,1,0,0,4,4,1,5,298,59,68,6,30,58,16,14,18,11,11.4,0,0.0
1803,0,0,0,0,1,1,4,0,9,143,21,46,18,19,55,21,13,22,7,12.7,0,0.0
1805,0,0,0,0,0,1,4,1,6,139,19,33,19,23,39,25,10,16,5,11.71,0,0.0
1818,0,0,0,0,1,4,7,0,9,196,73,74,0,77,154,33,23,19,8,11.78,0,0.0
1826,0,1,0,0,1,3,4,1,4,178,39,70,7,77,98,29,24,22,7,27.4,1,14.657611021936866
1830,1,0,0,0,1,2,1,1,9,123,27,37,38,40,81,4,6,15,9,3.28,0,0.0
1844,0,0,1,0,1,4,1,1,9,202,97,97,0,83,258,6,6,15,11,5.34,0,0.0
1850,0,0,0,1,1,0,2,1,9,164,60,60,17,17,52,13,11,20,10,12.42,1,14.949089206673476
1858,1,0,0,0,1,2,4,1,9,140,18,41,35,11,53,26,10,22,6,10.31,0,0.0
1860,0,1,0,0,1,2,1,1,1,308,67,70,1,65,94,19,14,24,4,8.14,0,0.0
1865,0,1,0,0,1,2,2,0,0,147,58,58,2,34,68,9,6,18,4,5.5,0,0.0
1869,0,1,0,0,1,1,4,1,8,117,17,45,38,71,91,9,6,17,22,5.48,1,12.795511308678336
1870,1,0,0,0,1,2,1,1,6,231,24,71,5,57,69,5,5,14,26,5.84,0,0.0
1875,0,0,1,0,1,0,4,1,9,144,27,43,12,44,67,10,11,29,7,5.52,1,14.058647529491877
1879,0,1,0,0,1,3,5,1,5,198,32,44,10,43,100,15,9,21,14,13.89,0,0.0
1880,0,1,0,0,0,2,4,1,8,105,36,36,14,30,60,7,4,22,5,5.23,0,0.0
1883,0,1,0,0,0,2,3,0,9,131,20,50,25,77,97,12,9,23,5,13.27,0,0.0
1884,0,0,0,0,1,4,2,1,8,196,38,51,6,66,143,13,10,21,13,8.84,0,0.0
1886,0,0,1,0,1,1,3,1,9,231,56,66,2,96,189,6,5,19,4,3.7,0,0.0
1893,0,1,0,0,1,2,2,1,9,302,78,107,1,42,82,35,20,23,4,13.2,0,0.0
1895,0,1,0,0,1,0,3,1,4,235,59,109,3,10,34,12,12,12,17,10.42,1,13.781488880359184
1900,0,1,0,0,1,3,2,0,4,136,30,47,16,25,63,21,14,23,7,12.31,0,0.0
1901,1,0,0,0,1,2,6,1,8,122,21,40,24,60,98,11,10,25,13,7.33,0,0.0
1902,1,0,0,0,1,2,5,1,8,107,21,32,48,71,155,17,7,18,10,8.39,0,0.0
1903,1,0,0,0,1,1,3,1,8,57,11,17,70,11,47,10,9,18,3,9.96,0,0.0
1904,0,1,0,0,1,2,2,1,5,294,37,53,3,37,51,43,32,22,10,22.76,0,0.0
1908,0,1,0,0,1,2,5,1,8,190,52,57,9,24,48,7,6,17,6,6.7,1,12.40692883895131
1912,0,0,0,1,1,2,5,1,4,280,70,75,2,20,55,15,14,15,5,9.34,0,0.0
1915,0,0,0,0,1,2,1,1,5,199,31,61,12,62,160,13,7,21,4,8.64,0,0.0
1916,0,0,0,0,1,2,4,0,9,171,30,40,32,71,91,26,28,18,4,15.69,0,0.0
1920,1,0,0,0,0,2,6,0,9,189,33,43,9,43,55,15,6,24,5,11.79,0,0.0
1921,1,0,0,0,1,2,2,1,6,140,55,55,1,80,111,28,16,20,7,18.74,0,0.0
1935,0,1,0,0,1,2,5,0,8,207,36,81,14,46,77,39,23,15,6,17.84,1,14.620050221314264
1955,0,0,0,0,1,1,6,0,8,146,25,38,18,77,114,20,21,26,8,14.21,0,0.0
1963,0,0,0,0,1,3,2,1,7,163,47,49,5,57,121,28,34,13,11,11.15,0,0.0
1964,0,1,0,0,0,0,4,0,3,161,22,47,22,38,66,19,33,14,8,9.7,1,14.416422591819519
1966,1,0,0,0,1,4,6,0,9,122,25,47,31,59,69,18,17,32,3,9.98,0,0.0
1967,0,0,0,1,1,3,4,0,2,118,29,32,19,68,76,11,12,19,10,10.03,0,0.0
1970,0,1,0,0,1,2,7,0,8,182,40,43,35,45,64,28,22,13,4,11.11,0,0.0
1973,0,0,1,0,0,0,1,0,2,128,25,30,18,28,52,18,18,21,5,8.42,0,0.0
1975,1,0,0,0,1,1,4,0,8,280,55,81,0,47,78,20,22,15,5,16.09,1,14.803566564521613
1977,0,0,1,0,1,3,2,1,9,100,16,30,35,64,87,16,12,18,3,8.41,0,0.0
1979,0,1,0,0,1,2,6,0,3,144,33,40,13,98,185,8,7,24,8,4.35,0,0.0
1984,0,0,0,0,0,4,7,1,3,72,21,28,41,50,71,8,8,14,5,8.36,0,0.0
1999,0,1,0,0,1,0,4,0,4,140,32,43,15,41,48,47,42,13,7,22.76,1,16.19067991933161
2001,0,0,0,0,1,2,2,1,4,217,45,67,7,92,111,18,10,15,13,11.35,0,0.0
2003,0,0,1,0,1,1,7,0,0,109,15,39,41,110,248,49,25,20,8,17.82,0,0.0
2008,1,0,0,0,1,4,7,0,5,138,32,37,24,68,124,65,33,20,10,13.21,0,0.0
2011,0,1,0,0,1,3,1,1,2,247,67,70,1,45,67,44,25,19,7,18.61,0,0.0
2023,0,0,0,1,1,3,3,1,6,259,26,70,22,13,46,5,5,21,3,5.98,0,0.0
2026,0,0,0,1,0,3,3,1,4,136,47,47,7,37,61,8,7,16,17,5.52,0,0.0
2030,1,0,0,0,0,2,4,1,8,145,21,43,20,39,72,20,16,20,3,11.49,0,0.0
2031,0,0,0,1,1,0,4,0,8,251,93,93,0,63,229,33,35,13,6,12.59,1,17.164073753961393
2034,0,0,0,1,1,2,4,0,8,99,11,31,52,38,48,5,4,18,7,3.91,0,0.0
2038,0,0,0,0,0,3,4,1,4,120,36,36,15,71,138,18,15,20,6,8.32,0,0.0
2043,0,1,0,0,1,0,3,0,4,264,75,88,0,41,94,13,9,16,10,7.74,1,13.899793627257043
2046,0,0,0,1,1,3,6,0,8,152,26,45,28,87,190,14,9,17,7,8.17,0,0.0
2047,0,0,1,0,1,0,2,1,9,168,23,40,33,41,56,43,16,22,6,14.32,1,16.67241840556447
2049,0,1,0,0,1,0,1,1,5,166,45,63,5,40,67,5,7,14,7,4.72,1,12.248615967274267
2051,0,0,1,0,1,2,7,0,7,122,36,40,14,86,276,25,18,15,13,19.23,0,0.0
2062,1,0,0,0,1,1,2,0,4,163,51,51,7,34,54,7,4,26,5,3.83,0,0.0
2066,0,1,0,0,1,2,2,1,6,199,52,67,0,40,76,14,8,15,6,10.48,0,0.0
2068,1,0,0,0,1,3,2,0,0,217,47,50,3,71,105,12,15,13,9,9.41,0,0.0
2076,1,0,0,0,1,2,4,1,8,164,30,49,5,81,138,22,8,15,7,12.18,1,13.59698329457034
2079,1,0,0,0,1,3,4,0,3,240,29,48,10,83,145,15,13,15,4,10.07,0,0.0
2080,0,0,1,0,1,2,4,1,1,197,55,66,0,64,92,4,4,22,5,3.71,0,0.0
2083,1,0,0,0,1,2,4,0,3,156,42,72,6,65,155,24,12,13,7,8.22,0,0.0
2091,0,0,0,0,1,3,7,1,8,74,10,30,70,40,96,96,75,20,14,28.28,0,0.0
2093,0,0,1,0,1,2,5,1,8,244,32,74,8,70,109,21,18,17,3,9.89,0,0.0
2095,0,0,0,0,1,3,1,1,0,119,42,49,12,75,123,52,23,13,5,30.04,0,0.0
2111,0,0,0,0,1,2,6,0,5,110,33,33,23,33,54,7,3,22,3,5.74,0,0.0
2113,0,0,1,0,0,4,4,0,9,167,61,61,5,35,55,5,5,21,7,4.48,0,0.0
2126,0,1,0,0,0,2,3,1,7,185,66,72,3,3,30,5,6,17,4,4.91,0,0.0
2129,0,0,0,0,1,0,7,1,8,204,77,77,4,115,268,50,22,26,6,20.73,1,16.76418416925919
2131,0,1,0,0,1,3,4,1,8,199,54,79,3,26,69,17,13,16,3,8.07,1,13.288008433514058
2137,0,1,0,0,1,2,5,1,0,115,35,35,6,43,49,18,11,15,16,15.29,0,0.0
2139,0,1,0,0,1,2,5,1,2,368,41,100,4,74,138,49,21,28,3,15.34,0,0.0
2144,0,0,0,1,0,0,7,0,8,65,23,23,40,84,121,20,26,11,7,11.11,0,0.0
2152,0,0,1,0,0,2,4,1,8,135,51,51,13,19,46,42,22,16,4,15.91,0,0.0
2155,0,0,1,0,1,0,7,0,8,177,51,55,3,18,70,70,44,26,6,24.31,1,17.156105463408835
2156,0,0,1,0,1,2,7,0,6,155,26,43,24,104,303,16,19,23,8,10.88,0,0.0
2160,0,0,0,0,1,4,5,1,0,144,28,28,29,38,56,10,7,18,4,6.42,0,0.0
2161,0,0,1,0,1,2,2,1,5,181,41,63,1,76,120,17,14,16,4,14.08,0,0.0
2163,0,0,0,1,0,4,4,1,8,171,25,55,14,49,59,48,16,19,9,23.31,0,0.0
2166,0,1,0,0,1,2,2,1,1,213,39,55,14,76,163,7,8,12,6,5.76,0,0.0
2167,0,0,0,0,1,5,3,1,1,154,49,49,7,35,69,13,20,14,8,12.33,0,0.0
2169,1,0,0,0,1,3,4,0,8,181,20,67,18,19,71,19,11,21,4,14.16,0,0.0
2170,0,0,0,1,1,1,7,0,3,124,34,48,13,47,88,5,3,20,5,6.67,0,0.0
2175,0,0,1,0,1,4,4,1,9,255,67,86,0,29,50,9,7,25,6,5.76,0,0.0
2185,0,0,0,0,0,4,4,0,8,136,35,35,12,58,66,5,4,20,4,4.16,0,0.0
2186,0,1,0,0,1,0,4,1,9,120,23,31,39,48,73,14,12,15,6,10.6,1,14.246409262873591
2196,0,0,0,1,1,0,2,1,0,178,61,61,4,79,129,15,9,12,4,16.75,0,0.0
2198,0,0,0,1,0,3,5,1,8,143,22,30,38,48,81,14,10,19,8,11.98,0,0.0
2207,0,1,0,0,1,3,5,0,7,239,35,72,7,71,79,6,3,22,19,3.8,0,0.0
2215,0,1,0,0,1,2,6,1,7,232,56,70,5,97,177,15,11,20,5,7.16,1,14.245727911704801
2219,1,0,0,0,1,0,3,1,3,107,16,41,62,42,77,18,15,20,5,7.7,1,14.253732240064291
2226,1,0,0,0,1,0,1,0,8,375,50,114,2,16,47,21,9,24,11,15.14,1,14.017683253076514
2231,1,0,0,0,1,0,7,0,0,155,61,70,4,46,71,13,8,15,5,13.47,0,0.0
2232,0,0,0,0,1,3,4,0,9,298,81,100,0,65,67,48,11,13,2,17.06,1,14.52685096708294
